Fecha,Close,Ticker
2021-12-17,27.801001,NVDA
2021-12-17,38.59,XLF
2021-12-17,58.75,IEMG
2021-12-17,76.650002,EFA
2021-12-17,83.940002,XLK
2021-12-17,141.725006,GOOGL
2021-12-17,150.830002,TLT
2021-12-17,167.800003,GLD
2021-12-17,170.017502,AMZN
2021-12-17,171.139999,AAPL
2021-12-17,235.440002,VTI
2021-12-17,310.856659,TSLA
2021-12-17,323.799988,MSFT
2021-12-17,333.790009,META
2021-12-17,384.910004,QQQ
2021-12-17,424.390015,VOO
2021-12-17,473.880005,CSPX.L
2021-12-20,27.719,NVDA
2021-12-20,37.66,XLF
2021-12-20,57.970001,IEMG
2021-12-20,76.480003,EFA
2021-12-20,82.785004,XLK
2021-12-20,141.606995,GOOGL
2021-12-20,149.699997,TLT
2021-12-20,167.078995,AMZN
2021-12-20,167.089996,GLD
2021-12-20,169.75,AAPL
2021-12-20,232.130005,VTI
2021-12-20,299.980011,TSLA
2021-12-20,319.910004,MSFT
2021-12-20,325.450012,META
2021-12-20,380.690002,QQQ
2021-12-20,419.799988,VOO
2021-12-20,462.779999,CSPX.L
2021-12-21,29.075001,NVDA
2021-12-21,38.439999,XLF
2021-12-21,58.93,IEMG
2021-12-21,77.330002,EFA
2021-12-21,84.879997,XLK
2021-12-21,143.472504,GOOGL
2021-12-21,149.130005,TLT
2021-12-21,167.020004,GLD
2021-12-21,170.417007,AMZN
2021-12-21,172.990005,AAPL
2021-12-21,236.679993,VTI
2021-12-21,312.843323,TSLA
2021-12-21,327.290009,MSFT
2021-12-21,334.200012,META
2021-12-21,389.209991,QQQ
2021-12-21,425.690002,VOO
2021-12-21,469.899994,CSPX.L
2021-12-22,29.4,NVDA
2021-12-22,38.619999,XLF
2021-12-22,59.27,IEMG
2021-12-22,78.050003,EFA
2021-12-22,85.989998,XLK
2021-12-22,146.414993,GOOGL
2021-12-22,149.820007,TLT
2021-12-22,168.589996,GLD
2021-12-22,171.037003,AMZN
2021-12-22,175.639999,AAPL
2021-12-22,239.020004,VTI
2021-12-22,330.450012,META
2021-12-22,333.200012,MSFT
2021-12-22,336.290009,TSLA
2021-12-22,393.950012,QQQ
2021-12-22,429.98999,VOO
2021-12-22,478.089996,CSPX.L
2021-12-23,29.639999,NVDA
2021-12-23,38.82,XLF
2021-12-23,59.549999,IEMG
2021-12-23,78.510002,EFA
2021-12-23,86.470001,XLK
2021-12-23,146.916504,GOOGL
2021-12-23,148.520004,TLT
2021-12-23,168.970001,GLD
2021-12-23,171.068497,AMZN
2021-12-23,176.279999,AAPL
2021-12-23,240.669998,VTI
2021-12-23,334.690002,MSFT
2021-12-23,335.23999,META
2021-12-23,355.666656,TSLA
2021-12-23,396.920013,QQQ
2021-12-23,432.640015,VOO
2021-12-23,482.779999,CSPX.L
2021-12-24,482.859985,CSPX.L
2021-12-27,30.945,NVDA
2021-12-27,39.220001,XLF
2021-12-27,59.860001,IEMG
2021-12-27,79.120003,EFA
2021-12-27,88.324997,XLK
2021-12-27,147.906494,GOOGL
2021-12-27,148.880005,TLT
2021-12-27,169.369995,GLD
2021-12-27,169.669495,AMZN
2021-12-27,180.330002,AAPL
2021-12-27,242.960007,VTI
2021-12-27,342.450012,MSFT
2021-12-27,346.179993,META
2021-12-27,364.646667,TSLA
2021-12-27,403.480011,QQQ
2021-12-27,438.809998,VOO
2021-12-28,30.322001,NVDA
2021-12-28,39.240002,XLF
2021-12-28,59.639999,IEMG
2021-12-28,79.150002,EFA
2021-12-28,87.864998,XLK
2021-12-28,146.686996,GOOGL
2021-12-28,148.289993,TLT
2021-12-28,168.639999,GLD
2021-12-28,170.660995,AMZN
2021-12-28,179.289993,AAPL
2021-12-28,242.460007,VTI
2021-12-28,341.25,MSFT
2021-12-28,346.220001,META
2021-12-28,362.823334,TSLA
2021-12-28,401.609985,QQQ
2021-12-28,438.480011,VOO
2021-12-29,30.000999,NVDA
2021-12-29,39.189999,XLF
2021-12-29,59.419998,IEMG
2021-12-29,79.120003,EFA
2021-12-29,87.940002,XLK
2021-12-29,146.654999,GOOGL
2021-12-29,146.669998,TLT
2021-12-29,168.589996,GLD
2021-12-29,169.201004,AMZN
2021-12-29,179.380005,AAPL
2021-12-29,242.600006,VTI
2021-12-29,341.950012,MSFT
2021-12-29,342.940002,META
2021-12-29,362.063324,TSLA
2021-12-29,401.549988,QQQ
2021-12-29,439.01001,VOO
2021-12-29,488.309998,CSPX.L
2021-12-30,29.586,NVDA
2021-12-30,39.119999,XLF
2021-12-30,60.040001,IEMG
2021-12-30,78.75,EFA
2021-12-30,87.360001,XLK
2021-12-30,146.2005,GOOGL
2021-12-30,147.899994,TLT
2021-12-30,168.644501,AMZN
2021-12-30,169.800003,GLD
2021-12-30,178.199997,AAPL
2021-12-30,242.210007,VTI
2021-12-30,339.320007,MSFT
2021-12-30,344.359985,META
2021-12-30,356.779999,TSLA
2021-12-30,400.350006,QQQ
2021-12-30,437.769989,VOO
2021-12-30,490.26001,CSPX.L
2021-12-31,29.410999,NVDA
2021-12-31,39.049999,XLF
2021-12-31,59.860001,IEMG
2021-12-31,78.68,EFA
2021-12-31,86.934998,XLK
2021-12-31,144.852005,GOOGL
2021-12-31,148.190002,TLT
2021-12-31,166.716995,AMZN
2021-12-31,170.960007,GLD
2021-12-31,177.570007,AAPL
2021-12-31,241.440002,VTI
2021-12-31,336.320007,MSFT
2021-12-31,336.350006,META
2021-12-31,352.26001,TSLA
2021-12-31,397.850006,QQQ
2021-12-31,436.570007,VOO
2021-12-31,487.329987,CSPX.L
2022-01-03,30.121,NVDA
2022-01-03,39.529999,XLF
2022-01-03,60.209999,IEMG
2022-01-03,79.190002,EFA
2022-01-03,87.760002,XLK
2022-01-03,144.300003,TLT
2022-01-03,144.991501,GOOGL
2022-01-03,168.330002,GLD
2022-01-03,170.404495,AMZN
2022-01-03,182.009995,AAPL
2022-01-03,242.970001,VTI
2022-01-03,334.75,MSFT
2022-01-03,338.540009,META
2022-01-03,399.926666,TSLA
2022-01-03,401.679993,QQQ
2022-01-03,439.25,VOO
2022-01-04,29.290001,NVDA
2022-01-04,40.57,XLF
2022-01-04,59.98,IEMG
2022-01-04,79.639999,EFA
2022-01-04,86.830002,XLK
