Date,Open,High,Low,Close,Volume
2019-01-02,226.17999267578125,230.85000610351562,226.02000427246094,229.99000549316406,4891300
2019-01-03,228.10000610351562,228.4199981689453,223.97000122070312,224.5,3329600
2019-01-04,227.5399932861328,232.6199951171875,227.14999389648438,231.91000366210938,5100100
2019-01-07,232.2899932861328,235.22999572753906,231.32000732421875,233.64999389648438,3706000
2019-01-08,236.0500030517578,236.4600067138672,233.42999267578125,235.9199981689453,3546600
2019-01-09,236.7100067138672,237.94000244140625,235.4600067138672,237.00999450683594,4565000
2019-01-10,235.64999389648438,238.1699981689453,234.85000610351562,238.0,2813500
2019-01-11,236.85000610351562,238.0,236.24000549316406,237.88999938964844,2551000
2019-01-14,236.10000610351562,237.38999938964844,235.69000244140625,236.5800018310547,2653400
2019-01-15,236.97000122070312,239.58999633789062,236.97000122070312,239.35000610351562,5103700
2019-01-16,239.72000122070312,240.77000427246094,239.52000427246094,239.8800048828125,4066700
2019-01-17,239.0,242.5500030517578,238.9499969482422,241.6699981689453,3059000
2019-01-18,243.55999755859375,245.3699951171875,242.75999450683594,244.9199981689453,4943300
2019-01-22,243.38999938964844,243.5800018310547,239.97000122070312,241.66000366210938,5786300
2019-01-23,242.67999267578125,243.33999633789062,239.5800018310547,242.02000427246094,3076400
2019-01-24,241.89999389648438,242.82000732421875,240.91000366210938,242.25999450683594,2197100
2019-01-25,244.11000061035156,245.11000061035156,243.6699981689453,244.32000732421875,3677500
2019-01-28,242.08999633789062,242.49000549316406,240.6300048828125,242.42999267578125,2407800
2019-01-29,242.5500030517578,243.1199951171875,241.27000427246094,242.1300048828125,2436900
2019-01-30,243.66000366210938,246.77999877929688,242.8800048828125,245.9600067138672,6028400
2019-01-31,245.86000061035156,248.52999877929688,245.67999267578125,248.00999450683594,5308100
2019-02-01,248.30999755859375,249.2899932861328,247.4600067138672,248.22000122070312,3718500
2019-02-04,248.3000030517578,250.02000427246094,247.58999633789062,249.99000549316406,2541700
2019-02-05,250.44000244140625,251.3300018310547,249.9199981689453,251.10000610351562,3613300
2019-02-06,250.75,251.22000122070312,249.9499969482422,250.7899932861328,2052200
2019-02-07,249.0399932861328,249.5800018310547,246.6199951171875,248.3300018310547,3907800
2019-02-08,247.00999450683594,248.7100067138672,246.1999969482422,248.64999389648438,2512600
2019-02-11,249.27999877929688,249.50999450683594,248.22000122070312,248.77999877929688,2986600
2019-02-12,250.3800048828125,252.36000061035156,250.33999633789062,252.0,5980500
2019-02-13,252.82000732421875,253.66000366210938,252.38999938964844,252.75999450683594,3569100
2019-02-14,251.64999389648438,253.36000061035156,250.8300018310547,252.1999969482422,3247800
2019-02-15,254.02999877929688,255.0,253.80999755859375,254.97999572753906,2806600
2019-02-19,254.14999389648438,256.0899963378906,254.14999389648438,255.4199981689453,2509300
2019-02-20,255.41000366210938,256.3800048828125,254.88999938964844,256.010009765625,2156300
2019-02-21,255.3300018310547,255.63999938964844,254.0399932861328,255.0800018310547,2020000
2019-02-22,255.69000244140625,256.80999755859375,255.4499969482422,256.6099853515625,2119400
2019-02-25,258.0899963378906,258.6099853515625,256.8800048828125,256.989990234375,2941300
2019-02-26,256.54998779296875,257.6400146484375,256.4100036621094,256.79998779296875,4629600
2019-02-27,256.05999755859375,257.0199890136719,255.10000610351562,256.6700134277344,2136400
2019-02-28,256.4200134277344,256.8800048828125,255.85000610351562,256.07000732421875,2207000
2019-03-01,257.80999755859375,258.2099914550781,256.3299865722656,257.8299865722656,2867000
2019-03-04,258.8699951171875,259.1000061035156,254.49000549316406,256.8399963378906,3384200
2019-03-05,256.989990234375,257.1700134277344,255.9600067138672,256.5400085449219,2475900
2019-03-06,256.6199951171875,256.6199951171875,254.60000610351562,254.89999389648438,2514900
2019-03-07,254.47999572753906,254.60000610351562,251.9499969482422,252.85000610351562,6441200
2019-03-08,250.8800048828125,252.4499969482422,250.33999633789062,252.33999633789062,4522300
2019-03-11,253.0399932861328,256.1199951171875,253.02000427246094,256.0199890136719,1884200
2019-03-12,256.5199890136719,257.4599914550781,256.3699951171875,256.92999267578125,2271900
2019-03-13,257.8399963378906,259.5899963378906,257.69000244140625,258.67999267578125,1974300
2019-03-14,258.67999267578125,259.1199951171875,258.0400085449219,258.5899963378906,1557500
2019-03-15,259.0199890136719,260.57000732421875,258.8699951171875,259.8500061035156,3151200
2019-03-18,260.0,260.989990234375,259.7699890136719,260.7799987792969,1830000
2019-03-19,261.80999755859375,262.5899963378906,259.8800048828125,260.8599853515625,4061800
2019-03-20,260.5400085449219,261.7699890136719,258.8399963378906,259.92999267578125,3415200
2019-03-21,257.67999267578125,261.8599853515625,257.67999267578125,261.42999267578125,2968300
2019-03-22,260.07000732421875,260.6099853515625,256.3699951171875,256.4599914550781,4317400
2019-03-25,256.0899963378906,257.2799987792969,254.9499969482422,256.2300109863281,2893600
2019-03-26,258.010009765625,259.1199951171875,256.7300109863281,258.0799865722656,3177600
2019-03-27,258.1499938964844,258.7300109863281,255.22999572753906,256.8800048828125,2714300
2019-03-28,257.45001220703125,258.2200012207031,256.2699890136719,257.8800048828125,1716700
2019-03-29,259.3399963378906,259.7200012207031,258.17999267578125,259.5400085449219,2831100
2019-04-01,261.4599914550781,262.7799987792969,261.19000244140625,262.5299987792969,3303900
2019-04-02,262.6700134277344,262.8500061035156,261.80999755859375,262.6199951171875,1512600
2019-04-03,263.8699951171875,264.25,262.3999938964844,263.1099853515625,1933900
2019-04-04,263.3699951171875,263.9599914550781,262.6700134277344,263.739990234375,1738500
2019-04-05,264.4200134277344,265.05999755859375,264.1199951171875,265.010009765625,1505000
2019-04-08,264.57000732421875,265.30999755859375,263.9100036621094,265.239990234375,1720100
2019-04-09,264.2200012207031,264.5400085449219,263.2900085449219,263.8299865722656,2016900
2019-04-10,264.25,264.8399963378906,263.8500061035156,264.739990234375,2990600
2019-04-11,265.239990234375,265.239990234375,264.0899963378906,264.69000244140625,1567700
2019-04-12,266.3299865722656,266.7699890136719,265.6300048828125,266.4800109863281,1903400
2019-04-15,266.57000732421875,266.6400146484375,265.4700012207031,266.29998779296875,1584500
2019-04-16,267.20001220703125,267.239990234375,265.8599853515625,266.489990234375,2447700
2019-04-17,267.5899963378906,267.6099853515625,265.3999938964844,265.8399963378906,1872400
2019-04-18,266.44000244140625,266.6000061035156,265.0799865722656,266.3399963378906,2788900
2019-04-22,265.55999755859375,266.7099914550781,265.4700012207031,266.6000061035156,1126500
2019-04-23,266.9599914550781,269.19000244140625,266.7099914550781,268.8999938964844,2618300
2019-04-24,268.8900146484375,269.2099914550781,268.2300109863281,268.3699951171875,1393400
2019-04-25,268.2799987792969,268.8800048828125,266.9800109863281,268.2699890136719,1237400
2019-04-26,268.2799987792969,269.5400085449219,267.4599914550781,269.5,2172600
