Date,EFA,CSPX.L,Euclidean,Pearson,Cosine,DTW
2020-05-29,-0.003509,-0.011993,,,,
2020-06-01,0.022301,0.011707,,,,
2020-06-02,0.009349,0.004458,,,,
2020-06-03,0.023887,0.019451,,,,
2020-06-04,-0.004285,-0.001409,,,,
2020-06-05,0.017214,0.029526,,,,
2020-06-08,0.013005,-0.002616,,,,
2020-06-09,-0.012993,0.003528,,,,
2020-06-10,-0.002194,-0.006844,,,,
2020-06-11,-0.053557,-0.033424,,,,
2020-06-12,0.017259,-0.015232,,,,
2020-06-15,-0.009951,-0.006845,,,,
2020-06-16,0.012358,0.038372,,,,
2020-06-17,0.003743,-0.00134,,,,
2020-06-18,-0.005351,-0.003451,,,,
2020-06-19,-0.004891,0.006253,,,,
2020-06-22,0.011959,-0.010102,,,,
2020-06-23,0.005504,0.01616,,,,
2020-06-24,-0.0256,-0.030634,,,,
2020-06-25,0.01421,-0.005196,,,,
2020-06-26,-0.0145,-0.002957,,,,
2020-06-29,0.0081,0.003624,,,,
2020-06-30,-0.001804,0.012147,,,,
2020-07-01,0.003779,0.009958,,,,
2020-07-02,0.010966,0.011722,,,,
2020-07-06,0.016351,0.011936,,,,
2020-07-07,-0.014654,-0.000816,,,,
2020-07-08,0.008406,-0.010078,,,,
2020-07-09,-0.011382,-0.005265,,,,
2020-07-10,0.010702,0.010298,,,,
2020-07-13,-0.006417,0.022059,,,,
2020-07-14,0.014694,-0.019051,,,,
2020-07-15,0.011299,0.01728,,,,
2020-07-16,-0.006452,-0.005446,,,,
2020-07-17,0.00586,0.004138,,,,
2020-07-20,0.004881,0.005174,,,,
2020-07-21,0.002037,0.011744,,,,
2020-07-22,0.002658,-0.003351,,,,
2020-07-23,-0.007954,0.004218,,,,
2020-07-24,-0.005502,-0.016316,,,,
2020-07-27,0.01312,0.001021,,,,
2020-07-28,-0.006397,0.00405,,,,
2020-07-29,0.010521,0.002001,,,,
2020-07-30,-0.014763,-0.003349,,,,
2020-07-31,-0.021293,0.003669,,,,
2020-08-03,0.0195,0.015758,,,,
2020-08-04,0.005533,0.001633,,,,
2020-08-05,0.003301,0.008242,,,,
2020-08-06,0.001097,-0.001677,,,,
2020-08-07,-0.004069,0.007589,,,,
2020-08-10,0.0033,0.001072,,,,
2020-08-11,0.003603,0.007732,,,,
2020-08-12,0.022163,0.000679,,,,
2020-08-13,-0.004428,0.000914,,,,
2020-08-14,-0.006135,-0.001208,,,,
2020-08-17,0.007562,0.001681,,,,
2020-08-18,-0.000613,0.001649,,,,
2020-08-19,-0.004444,0.003557,,,,
2020-08-20,-0.003233,-0.006738,,,,
2020-08-21,-0.005097,0.003215,,,,
2020-08-24,0.013195,0.010055,,,,
2020-08-25,0.000613,0.003493,,,,
2020-08-26,0.005818,0.007106,,,,
2020-08-27,-0.0102,0.0108,,,,
2020-08-28,0.007075,2.9e-05,,,,
2020-09-01,-0.006567,0.004986,,,,
2020-09-02,0.013374,0.01083,,,,
2020-09-03,-0.022603,-0.021653,,,,
2020-09-04,0.001397,-0.028037,,,,
2020-09-08,-0.012244,-0.004955,,,,
2020-09-09,0.018673,0.013072,,,,
2020-09-10,-0.011707,0.000468,,,,
2020-09-11,0.009975,-0.015734,,,,
2020-09-14,0.005401,0.015065,,,,
2020-09-15,0.006447,0.005181,,,,
2020-09-16,0.0,0.001835,,,,
2020-09-17,0.001373,-0.016801,,,,
2020-09-18,-0.008072,-0.009165,,,,
2020-09-21,-0.025334,-0.030286,,,,
2020-09-22,-0.000315,0.013354,,,,
2020-09-23,-0.008352,0.005769,,,,
2020-09-24,-0.000953,-0.014763,,,,
2020-09-25,0.00334,0.006864,,,,
2020-09-28,0.01506,0.02523,,,,
2020-09-29,-0.001093,-0.002464,,,,
2020-09-30,-0.004847,0.010653,,,,
2020-10-01,0.005813,0.002827,,,,
2020-10-02,-0.002031,-0.009631,,,,
2020-10-05,0.015182,0.012333,,,,
2020-10-06,-0.010638,0.003192,,,,
2020-10-07,0.008571,0.000175,,,,
2020-10-08,0.006953,0.007151,,,,
