Date,VOO,CSPX.L,Euclidean,Pearson,Cosine,DTW
2023-06-15,406.75,458.98999,,,,
2023-06-16,405.25,460.859985,,,,
2023-06-20,403.380005,455.98999,,,,
2023-06-21,401.170013,455.200012,,,,
2023-06-22,402.630005,454.980011,,,,
2023-06-23,399.609985,452.859985,,,,
2023-06-26,397.959991,452.589996,,,,
2023-06-27,402.369995,453.700012,,,,
2023-06-28,402.549988,456.190002,,,,
2023-06-29,402.51001,457.359985,,,,
2023-06-30,407.279999,462.450012,,,,
2023-07-03,408.059998,463.809998,,,,
2023-07-05,407.149994,463.980011,,,,
2023-07-06,403.829987,457.600006,,,,
2023-07-07,402.890015,460.100006,,,,
2023-07-10,403.970001,458.859985,,,,
2023-07-11,406.559998,460.450012,,,,
2023-07-12,409.76001,466.769989,,,,
2023-07-13,413.100006,468.269989,,,,
2023-07-14,412.769989,471.049988,,,,
2023-07-17,414.209991,470.920013,,,,
2023-07-18,417.350006,472.73999,,,,
2023-07-19,418.25,476.73999,,,,
2023-07-20,415.519989,474.649994,,,,
2023-07-21,415.570007,474.429993,,,,
2023-07-24,417.329987,474.700012,,,,
2023-07-25,418.559998,475.910004,,,,
2023-07-26,418.660004,475.089996,,,,
2023-07-27,415.820007,478.679993,,,,
2023-07-28,419.869995,478.089996,,,,
2023-07-31,420.679993,477.869995,,,,
2023-08-01,419.380005,476.850006,,,,
2023-08-02,413.570007,471.950012,,,,
2023-08-03,412.399994,469.720001,,,,
2023-08-04,410.380005,471.970001,,,,
2023-08-07,414.079987,468.880005,,,,
2023-08-08,412.290009,466.350006,,,,
2023-08-09,409.549988,466.679993,,,,
2023-08-10,409.790009,469.589996,,,,
2023-08-11,409.410004,464.570007,,,,
2023-08-14,411.720001,467.179993,,,,
2023-08-15,407.0,465.100006,,,,
2023-08-16,403.98999,463.579987,,,,
2023-08-17,400.720001,459.320007,,,,
2023-08-18,401.089996,455.100006,,,,
2023-08-21,403.73999,456.109985,,,,
2023-08-22,402.609985,459.459991,,,,
2023-08-23,406.950012,462.079987,,,,
2023-08-24,401.540009,459.869995,,,,
2023-08-25,404.200012,457.679993,,,,
2023-08-29,412.640015,467.709991,,,,
2023-08-30,414.359985,471.130005,,,,
2023-08-31,413.829987,472.059998,,,,
2023-09-01,414.709991,471.320007,,,,
2023-09-05,412.899994,470.700012,,,,
2023-09-06,410.049988,465.859985,,,,
2023-09-07,408.829987,465.140015,,,,
2023-09-08,409.390015,466.980011,,,,
2023-09-11,412.079987,467.320007,,,,
2023-09-12,409.869995,467.170013,,,,
2023-09-13,410.350006,467.660004,,,,
2023-09-14,413.899994,470.019989,,,,
2023-09-15,408.73999,466.410004,,,,
2023-09-18,409.190002,466.140015,,,,
2023-09-19,408.369995,462.579987,,,,
2023-09-20,404.549988,465.209991,,,,
2023-09-21,397.920013,455.540009,,,,
2023-09-22,396.959991,455.119995,,,,
2023-09-25,398.609985,452.209991,,,,
2023-09-26,392.76001,447.970001,,,,
2023-09-27,392.850006,446.76001,,,,
2023-09-28,393.640015,449.559998,,,,
2023-09-29,392.700012,450.75,,,,
2023-10-02,392.670013,449.019989,,,,
2023-10-03,387.390015,441.600006,,,,
2023-10-04,390.23999,443.299988,,,,
2023-10-05,389.910004,442.390015,,,,
2023-10-06,394.559998,447.459991,,,,
2023-10-09,397.190002,449.709991,,,,
2023-10-10,399.23999,457.820007,,,,
2023-10-11,400.929993,455.73999,,,,
2023-10-12,398.519989,457.459991,,,,
2023-10-13,396.420013,453.450012,,,,
2023-10-16,400.570007,457.549988,,,,
2023-10-17,400.579987,457.73999,,,,
2023-10-18,395.220001,454.049988,,,,
2023-10-19,391.869995,451.5,,,,
2023-10-20,386.98999,442.799988,,,,
2023-10-23,386.309998,443.100006,,,,
2023-10-24,389.200012,443.630005,,,,
2023-10-25,383.709991,441.109985,,,,
2023-10-26,379.0,434.809998,,,,
2023-10-27,377.320007,433.51001,,,,
2023-10-30,381.859985,433.970001,,,,
2023-10-31,384.170013,436.420013,,,,
2023-11-01,388.399994,440.649994,,,,
2023-11-02,395.779999,450.049988,,,,
2023-11-03,399.440002,456.940002,,,,
2023-11-06,400.209991,456.619995,,,,
2023-11-07,401.339996,458.619995,,,,
2023-11-08,401.670013,457.920013,,,,
2023-11-09,398.640015,459.040009,,,,
2023-11-10,404.859985,457.809998,,,,
2023-11-13,404.450012,462.01001,,,,
2023-11-14,412.220001,471.200012,,,,
2023-11-15,413.119995,472.600006,,,,
2023-11-16,413.700012,470.119995,,,,
2023-11-17,414.309998,471.820007,,,,
2023-11-20,417.429993,474.790009,,,,
2023-11-21,416.339996,474.649994,,,,
2023-11-22,418.140015,476.899994,,,,
2023-11-24,418.369995,477.0,,,,
2023-11-27,417.640015,476.880005,,,,
2023-11-28,418.049988,478.380005,,,,
2023-11-29,417.779999,477.299988,,,,
2023-11-30,419.399994,476.329987,,,,
2023-12-01,421.859985,479.950012,,,,
2023-12-04,419.73999,477.059998,,,,
2023-12-05,419.609985,478.859985,,,,
2023-12-06,417.859985,478.100006,,,,
2023-12-07,421.130005,479.809998,,,,
2023-12-08,422.920013,481.01001,,,,
2023-12-11,424.559998,482.440002,,,,
2023-12-12,426.670013,485.079987,,,,
2023-12-13,432.480011,487.51001,,,,
2023-12-14,433.75,494.75,,,,
2023-12-15,433.089996,495.109985,,,,
2023-12-18,435.540009,496.98999,,,,
2023-12-19,438.190002,499.109985,,,,
2023-12-20,430.089996,499.790009,,,,
2023-12-21,434.279999,496.380005,,,,
2023-12-22,435.290009,497.940002,,,,
2023-12-27,437.899994,500.73999,,,,
2023-12-28,437.970001,501.959991,,,,
2023-12-29,436.799988,502.0,,,,
