Date,AMZN,XLF,Euclidean,Pearson,Cosine,DTW
2022-04-22,144.350006,36.169998,,,,
2022-04-25,146.074005,36.23,,,,
2022-04-26,139.391006,35.32,,,,
2022-04-27,138.167007,35.290001,,,,
2022-04-28,144.596497,35.740002,,,,
2022-04-29,124.281502,34.509998,,,,
2022-05-03,124.253502,34.970001,,,,
2022-05-04,125.928497,36.040001,,,,
2022-05-05,116.406998,34.990002,,,,
2022-05-06,114.772499,34.740002,,,,
2022-05-09,108.789001,33.91,,,,
2022-05-10,108.859001,33.610001,,,,
2022-05-11,105.372002,33.299999,,,,
2022-05-12,106.930496,33.049999,,,,
2022-05-13,113.055,33.529999,,,,
2022-05-16,110.810501,33.25,,,,
2022-05-17,115.3685,34.139999,,,,
2022-05-18,107.112503,33.200001,,,,
2022-05-19,107.319,32.98,,,,
2022-05-20,107.591003,32.919998,,,,
2022-05-23,107.556999,33.990002,,,,
2022-05-24,104.099998,33.919998,,,,
2022-05-25,106.775002,34.189999,,,,
2022-05-26,111.077499,34.98,,,,
2022-05-27,115.1465,35.57,,,,
2022-05-31,120.209503,35.470001,,,,
2022-06-01,121.683998,34.900002,,,,
2022-06-06,124.790001,34.970001,,,,
2022-06-07,123.0,35.240002,,,,
2022-06-08,121.18,34.619999,,,,
2022-06-09,116.150002,33.75,,,,
2022-06-10,109.650002,32.529999,,,,
2022-06-13,103.669998,31.559999,,,,
2022-06-14,102.309998,31.290001,,,,
2022-06-15,107.669998,31.639999,,,,
2022-06-16,103.660004,30.84,,,,
2022-06-17,106.220001,30.93,,,,
2022-06-21,108.68,31.379999,,,,
2022-06-22,108.949997,31.309999,,,,
2022-06-23,112.440002,31.190001,,,,
2022-06-24,116.459999,32.34,,,,
2022-06-27,113.220001,32.23,,,,
2022-06-28,107.400002,31.91,,,,
2022-06-29,108.919998,31.73,,,,
2022-06-30,106.209999,31.450001,,,,
2022-07-01,109.559998,31.879999,,,,
2022-07-05,113.5,31.77,,,,
2022-07-06,114.330002,31.690001,,,,
2022-07-07,116.330002,32.150002,,,,
2022-07-08,115.540001,32.080002,,,,
2022-07-11,111.75,31.82,,,,
2022-07-12,109.220001,31.620001,,,,
2022-07-13,110.400002,31.34,,,,
2022-07-14,110.629997,30.74,,,,
2022-07-15,113.550003,31.780001,,,,
2022-07-18,113.760002,31.66,,,,
2022-07-19,118.209999,32.610001,,,,
2022-07-20,122.769997,32.73,,,,
2022-07-21,124.629997,32.939999,,,,
2022-07-22,122.419998,32.75,,,,
2022-07-25,121.139999,32.959999,,,,
2022-07-26,114.809998,32.5,,,,
2022-07-27,120.970001,33.0,,,,
2022-07-28,122.279999,33.240002,,,,
2022-07-29,134.949997,33.709999,,,,
2022-08-01,135.389999,33.43,,,,
2022-08-02,134.160004,33.060001,,,,
2022-08-03,139.520004,33.560001,,,,
2022-08-04,142.570007,33.450001,,,,
2022-08-05,140.800003,33.689999,,,,
2022-08-08,139.410004,33.669998,,,,
2022-08-09,137.830002,33.84,,,,
2022-08-10,142.690002,34.599998,,,,
2022-08-11,140.639999,35.009998,,,,
2022-08-12,143.550003,35.560001,,,,
2022-08-15,143.179993,35.549999,,,,
2022-08-16,144.779999,35.810001,,,,
2022-08-17,142.100006,35.630001,,,,
2022-08-18,142.300003,35.669998,,,,
2022-08-19,138.229996,34.959999,,,,
2022-08-22,133.220001,34.189999,,,,
2022-08-23,133.619995,34.049999,,,,
2022-08-24,133.800003,34.23,,,,
2022-08-25,137.279999,34.759998,,,,
2022-08-26,130.75,33.720001,,,,
2022-08-30,128.729996,33.299999,,,,
2022-08-31,126.769997,33.049999,,,,
2022-09-01,127.82,33.150002,,,,
2022-09-02,127.510002,32.889999,,,,
2022-09-06,126.110001,32.810001,,,,
2022-09-07,129.479996,33.459999,,,,
2022-09-08,129.820007,34.049999,,,,
2022-09-09,133.270004,34.360001,,,,
2022-09-12,136.449997,34.639999,,,,
2022-09-13,126.82,33.349998,,,,
2022-09-14,128.550003,33.25,,,,
2022-09-15,126.279999,33.360001,,,,
2022-09-16,123.529999,33.060001,,,,
2022-09-20,122.190002,32.77,,,,
2022-09-21,118.540001,32.09,,,,
2022-09-22,117.309998,31.549999,,,,
2022-09-23,113.779999,31.049999,,,,
2022-09-26,115.150002,30.559999,,,,
2022-09-27,114.410004,30.43,,,,
2022-09-28,118.010002,31.030001,,,,
2022-09-29,114.800003,30.639999,,,,
2022-09-30,113.0,30.360001,,,,
2022-10-03,115.879997,31.18,,,,
2022-10-04,121.089996,32.34,,,,
2022-10-05,120.949997,32.09,,,,
2022-10-06,120.300003,31.639999,,,,
2022-10-07,114.559998,30.889999,,,,
2022-10-10,113.669998,30.75,,,,
2022-10-11,112.209999,30.360001,,,,
2022-10-12,112.900002,30.290001,,,,
2022-10-13,112.529999,31.540001,,,,
2022-10-14,106.900002,31.01,,,,
2022-10-17,113.790001,31.790001,,,,
2022-10-18,116.360001,32.299999,,,,
2022-10-19,115.07,31.77,,,,
2022-10-20,115.25,31.26,,,,
2022-10-21,119.32,32.189999,,,,
2022-10-24,119.82,32.619999,,,,
2022-10-25,120.599998,33.009998,,,,
2022-10-26,115.660004,33.09,,,,
2022-10-27,110.959999,33.360001,,,,
2022-10-28,103.410004,34.189999,,,,
2022-10-31,102.440002,33.98,,,,
2022-11-01,96.790001,34.07,,,,
2022-11-02,92.120003,33.639999,,,,
2022-11-03,89.300003,33.299999,,,,
2022-11-04,90.980003,33.91,,,,
2022-11-07,90.529999,34.25,,,,
2022-11-08,89.980003,34.450001,,,,
2022-11-09,86.139999,33.869999,,,,
2022-11-10,96.629997,35.580002,,,,
2022-11-11,100.790001,35.869999,,,,
2022-11-14,98.489998,35.360001,,,,
2022-11-15,98.940002,35.439999,,,,
2022-11-16,97.120003,35.27,,,,
2022-11-17,94.849998,35.080002,,,,
2022-11-18,94.139999,35.369999,,,,
2022-11-21,92.459999,35.48,,,,
2022-11-22,93.199997,35.84,,,,
2022-11-23,94.129997,35.990002,,,,
2022-11-25,93.410004,36.110001,,,,
2022-11-28,93.949997,35.490002,,,,
2022-11-29,92.419998,35.700001,,,,
2022-11-30,96.540001,36.310001,,,,
2022-12-01,95.5,36.099998,,,,
2022-12-02,94.129997,35.93,,,,
2022-12-05,91.010002,35.040001,,,,
2022-12-06,88.25,34.73,,,,
2022-12-07,88.459999,34.59,,,,
2022-12-08,90.349998,34.619999,,,,
2022-12-09,89.089996,34.529999,,,,
2022-12-12,90.550003,34.990002,,,,
2022-12-13,92.489998,35.080002,,,,
2022-12-14,91.580002,34.639999,,,,
2022-12-15,88.449997,33.959999,,,,
2022-12-16,87.860001,33.700001,,,,
2022-12-19,84.919998,33.400002,,,,
2022-12-20,85.190002,33.540001,,,,
2022-12-21,86.769997,34.060001,,,,
2022-12-22,83.790001,33.759998,,,,
2022-12-23,85.25,33.950001,,,,
2022-12-28,81.82,33.82,,,,
2022-12-29,84.18,34.290001,,,,
2022-12-30,84.0,34.200001,,,,
2023-01-03,85.82,34.32,,,,
2023-01-04,85.139999,34.869999,,,,
2023-01-05,83.120003,34.610001,,,,
2023-01-06,86.080002,35.380001,,,,
2023-01-09,87.360001,35.25,,,,
2023-01-10,89.870003,35.450001,,,,
2023-01-11,95.089996,35.779999,,,,
2023-01-12,95.269997,35.849998,,,,
2023-01-13,98.120003,36.119999,,,,
2023-01-17,96.050003,35.880001,,,,
2023-01-18,95.459999,35.209999,,,,
2023-01-19,93.68,34.799999,,,,
2023-01-20,97.25,35.349998,,,,
2023-01-23,97.519997,35.759998,,,,
2023-01-24,96.32,35.779999,,,,
2023-01-25,97.18,36.060001,,,,
2023-01-26,99.220001,36.25,,,,
2023-01-27,102.239998,36.25,,,,
2023-01-30,100.550003,36.07,,,,
2023-01-31,103.129997,36.560001,,,,
2023-02-01,105.150002,36.560001,,,,
2023-02-02,112.910004,36.66,,,,
2023-02-03,103.389999,36.59,,,,
2023-02-06,102.18,36.580002,,,,
2023-02-07,102.110001,37.0,,,,
2023-02-08,100.050003,36.779999,,,,
2023-02-09,98.239998,36.369999,,,,
2023-02-10,97.610001,36.490002,,,,
2023-02-13,99.540001,36.91,,,,
2023-02-14,99.699997,36.709999,,,,
2023-02-15,101.160004,36.75,,,,
2023-02-16,98.150002,36.380001,,,,
2023-02-17,97.199997,36.389999,,,,
2023-02-21,94.580002,35.639999,,,,
2023-02-22,95.790001,35.599998,,,,
2023-02-23,95.82,35.630001,,,,
2023-02-24,93.5,35.66,,,,
2023-02-27,93.760002,35.650002,,,,
2023-02-28,94.230003,35.720001,,,,
2023-03-01,92.169998,35.599998,,,,
2023-03-02,92.129997,35.43,,,,
2023-03-03,94.900002,35.990002,,,,
2023-03-06,93.75,36.02,,,,
2023-03-07,93.550003,35.09,,,,
2023-03-08,93.919998,34.959999,,,,
2023-03-09,92.25,33.540001,,,,
2023-03-10,90.730003,32.93,,,,
2023-03-13,92.43,31.629999,,,,
2023-03-14,94.879997,32.27,,,,
2023-03-15,96.199997,31.41,,,,
2023-03-16,100.040001,32.009998,,,,
2023-03-17,98.949997,30.98,,,,
2023-03-20,97.709999,31.17,,,,
2023-03-21,100.610001,31.959999,,,,
2023-03-22,98.699997,31.219999,,,,
2023-03-23,98.709999,31.01,,,,
2023-03-24,98.129997,30.99,,,,
2023-03-27,98.040001,31.42,,,,
2023-03-28,97.239998,31.41,,,,
2023-03-29,100.25,31.870001,,,,
2023-03-30,102.0,31.799999,,,,
2023-03-31,103.290001,32.150002,,,,
2023-04-03,102.410004,32.209999,,,,
2023-04-04,103.949997,31.91,,,,
2023-04-05,101.099998,31.870001,,,,
2023-04-06,102.059998,31.99,,,,
2023-04-11,99.919998,32.34,,,,
2023-04-12,97.830002,32.27,,,,
2023-04-13,102.400002,32.560001,,,,
2023-04-14,102.510002,32.880001,,,,
2023-04-17,102.739998,33.259998,,,,
2023-04-18,102.300003,33.360001,,,,
2023-04-19,104.300003,33.439999,,,,
2023-04-20,103.809998,33.34,,,,
2023-04-21,106.959999,33.220001,,,,
2023-04-24,106.209999,33.139999,,,,
2023-04-25,102.57,32.57,,,,
2023-04-26,104.980003,32.259998,,,,
2023-04-27,109.82,32.779999,,,,
2023-04-28,105.449997,33.169998,,,,
2023-05-02,103.629997,32.330002,,,,
2023-05-03,103.650002,31.959999,,,,
2023-05-04,104.0,31.549999,,,,
2023-05-05,105.660004,32.330002,,,,
2023-05-09,106.620003,32.259998,,,,
2023-05-10,110.190002,32.080002,,,,
2023-05-11,112.18,32.029999,,,,
2023-05-12,110.260002,31.9,,,,
2023-05-15,111.199997,32.16,,,,
2023-05-16,113.400002,31.860001,,,,
2023-05-17,115.5,32.5,,,,
2023-05-18,118.150002,32.740002,,,,
2023-05-19,116.25,32.599998,,,,
2023-05-22,115.010002,32.66,,,,
2023-05-23,114.989998,32.279999,,,,
2023-05-24,116.75,31.860001,,,,
2023-05-25,115.0,31.85,,,,
2023-05-26,120.110001,32.110001,,,,
2023-05-30,121.660004,32.099998,,,,
2023-05-31,120.580002,31.76,,,,
2023-06-01,122.769997,32.099998,,,,
2023-06-02,124.25,32.799999,,,,
2023-06-05,125.300003,32.630001,,,,
2023-06-06,126.610001,33.040001,,,,
2023-06-07,121.230003,33.169998,,,,
2023-06-08,124.25,33.139999,,,,
2023-06-09,123.43,33.150002,,,,
2023-06-12,126.57,33.139999,,,,
2023-06-13,126.660004,33.34,,,,
2023-06-14,126.419998,33.209999,,,,
2023-06-15,127.110001,33.650002,,,,
2023-06-16,125.489998,33.580002,,,,
2023-06-20,125.779999,33.18,,,,
2023-06-21,124.830002,33.139999,,,,
2023-06-22,130.149994,32.880001,,,,
2023-06-23,129.330002,32.740002,,,,
2023-06-26,127.330002,32.669998,,,,
2023-06-27,129.179993,32.93,,,,
2023-06-28,129.039993,32.849998,,,,
2023-06-29,127.900002,33.419998,,,,
2023-06-30,130.360001,33.709999,,,,
2023-07-03,130.220001,33.900002,,,,
2023-07-05,130.380005,33.830002,,,,
2023-07-06,128.360001,33.540001,,,,
2023-07-07,129.779999,33.59,,,,
2023-07-10,127.129997,33.740002,,,,
2023-07-11,128.779999,34.139999,,,,
2023-07-12,130.800003,34.360001,,,,
2023-07-13,134.300003,34.48,,,,
2023-07-14,134.679993,34.25,,,,
2023-07-17,133.559998,34.580002,,,,
2023-07-18,132.830002,34.970001,,,,
2023-07-19,135.360001,35.119999,,,,
2023-07-20,129.960007,35.380001,,,,
2023-07-21,130.0,35.259998,,,,
2023-07-24,128.800003,35.599998,,,,
2023-07-25,129.130005,35.369999,,,,
2023-07-26,128.149994,35.580002,,,,
2023-07-27,128.25,35.130001,,,,
2023-07-28,132.210007,35.200001,,,,
2023-07-31,133.679993,35.330002,,,,
2023-08-01,131.690002,35.330002,,,,
2023-08-02,128.210007,35.029999,,,,
2023-08-03,128.910004,35.049999,,,,
2023-08-04,139.570007,34.91,,,,
2023-08-07,142.220001,35.400002,,,,
2023-08-08,139.940002,35.080002,,,,
2023-08-09,137.850006,34.82,,,,
2023-08-10,138.559998,34.849998,,,,
2023-08-11,138.410004,34.919998,,,,
2023-08-14,140.570007,34.849998,,,,
2023-08-15,137.669998,34.209999,,,,
2023-08-16,135.070007,34.16,,,,
2023-08-17,133.979996,33.990002,,,,
2023-08-18,133.220001,33.98,,,,
2023-08-21,134.679993,33.939999,,,,
2023-08-22,134.25,33.619999,,,,
2023-08-23,135.520004,33.950001,,,,
2023-08-24,131.839996,33.830002,,,,
2023-08-25,133.259995,33.990002,,,,
2023-08-29,134.910004,34.490002,,,,
2023-08-30,135.070007,34.509998,,,,
2023-08-31,138.009995,34.380001,,,,
2023-09-01,138.119995,34.689999,,,,
2023-09-05,137.270004,34.34,,,,
2023-09-06,135.360001,34.32,,,,
2023-09-07,137.850006,34.23,,,,
2023-09-08,138.229996,34.299999,,,,
2023-09-11,143.100006,34.459999,,,,
2023-09-12,141.229996,34.689999,,,,
2023-09-13,144.850006,34.689999,,,,
2023-09-14,144.720001,35.009998,,,,
2023-09-15,140.389999,34.830002,,,,
2023-09-18,139.979996,34.77,,,,
2023-09-19,137.630005,34.73,,,,
2023-09-20,135.289993,34.490002,,,,
2023-09-21,129.330002,33.919998,,,,
2023-09-22,129.119995,33.66,,,,
2023-09-25,131.270004,33.740002,,,,
2023-09-26,125.980003,33.290001,,,,
2023-09-27,125.980003,33.240002,,,,
2023-09-28,125.980003,33.48,,,,
2023-09-29,127.120003,33.169998,,,,
2023-10-02,129.460007,32.889999,,,,
2023-10-03,124.720001,32.369999,,,,
2023-10-04,127.0,32.610001,,,,
2023-10-05,125.959999,32.759998,,,,
2023-10-06,127.959999,33.040001,,,,
2023-10-09,128.259995,33.060001,,,,
2023-10-10,129.479996,33.299999,,,,
2023-10-11,131.830002,33.349998,,,,
2023-10-12,132.330002,33.139999,,,,
2023-10-13,129.789993,33.209999,,,,
2023-10-16,132.550003,33.560001,,,,
2023-10-17,131.470001,33.720001,,,,
2023-10-18,128.130005,33.139999,,,,
2023-10-19,128.399994,32.700001,,,,
2023-10-20,125.169998,32.200001,,,,
2023-10-23,126.559998,32.0,,,,
2023-10-24,128.559998,32.220001,,,,
2023-10-25,121.389999,32.099998,,,,
2023-10-26,119.57,32.029999,,,,
2023-10-27,127.739998,31.450001,,,,
2023-10-30,132.710007,32.009998,,,,
2023-10-31,133.089996,32.360001,,,,
2023-11-01,137.0,32.57,,,,
2023-11-02,138.070007,33.34,,,,
2023-11-03,138.600006,33.779999,,,,
2023-11-06,139.740005,33.68,,,,
2023-11-07,142.710007,33.630001,,,,
2023-11-08,142.080002,33.669998,,,,
2023-11-09,140.600006,33.529999,,,,
2023-11-10,143.559998,33.91,,,,
2023-11-13,142.589996,33.860001,,,,
2023-11-14,145.800003,34.5,,,,
2023-11-15,143.199997,34.689999,,,,
2023-11-16,142.830002,34.830002,,,,
2023-11-17,145.179993,35.009998,,,,
2023-11-20,146.130005,35.150002,,,,
2023-11-21,143.899994,35.130001,,,,
2023-11-22,146.710007,35.27,,,,
2023-11-24,146.740005,35.380001,,,,
2023-11-27,147.729996,35.259998,,,,
2023-11-28,147.029999,35.25,,,,
2023-11-29,146.320007,35.5,,,,
2023-11-30,146.089996,35.900002,,,,
2023-12-01,147.029999,36.169998,,,,
2023-12-04,144.839996,36.130001,,,,
2023-12-05,146.880005,35.950001,,,,
2023-12-06,144.520004,35.77,,,,
2023-12-07,146.880005,35.939999,,,,
2023-12-08,147.419998,36.130001,,,,
2023-12-11,145.889999,36.349998,,,,
2023-12-12,147.479996,36.610001,,,,
2023-12-13,148.839996,37.200001,,,,
2023-12-14,147.419998,37.57,,,,
2023-12-15,149.970001,37.349998,,,,
2023-12-18,154.070007,37.290001,,,,
2023-12-19,153.789993,37.57,,,,
2023-12-20,152.119995,36.900002,,,,
2023-12-21,153.839996,37.259998,,,,
2023-12-22,153.419998,37.34,,,,
2023-12-27,153.339996,37.610001,,,,
2023-12-28,153.380005,37.720001,,,,
2023-12-29,151.940002,37.599998,,,,
